[1, 1, 4, 6, 8, 25, 30, 35, 64, 72, 80, 88, 96, 130, 140, 150, 208, 289, 306, 323, 340, 378, 396, 414, 432, 450, 468, 540, 560, 580, 600, 620, 640, 660, 680, 840, 864, 1036, 1406, 1443, 1480, 1517, 1554, 1591, 1628, 1665, 1702, 1739, 1776, 2254, 2300, 2346, 2392, 2438, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3472, 3528, 3712, 3770, 3828, 3886, 3944, 4002, 4060, 4402, 4464, 4526, 4588, 4950, 5016, 5082, 5148, 5214, 5280, 5346, 5412, 5478, 5544, 5610, 7138, 7221, 7304, 7387, 7470, 7553, 7636, 7719, 7802, 7885, 7968, 8051, 8134, 8217]
[1, 1, 4, 6, 16, 20, 24, 28, 48, 72, 80, 99, 120, 130, 140, 150, 160, 204, 216, 361, 380, 399, 418, 460, 480, 500, 520, 540, 560, 580, 600, 868, 896, 1056, 1088, 1120, 1260, 1295, 1330, 1404, 1440, 1476, 1512, 1548, 1584, 1620, 2070, 2115, 2160, 2205, 2250, 2295, 2340, 2385, 2430, 2475, 2520, 2565, 2726, 2773, 3060, 3111, 3162, 3276, 3328, 3380, 3432, 3484, 3536, 3864, 3920, 4260, 4320, 5110, 5180, 5250, 5320, 5390, 5460, 5530, 5600, 5670, 5740, 5810, 5880, 5950, 6020, 6438, 6512, 6586, 6660, 6734, 6808, 6882, 6956, 9025, 9120, 9215, 9310, 9405]
[1, 1, 4, 9, 12, 15, 18, 35, 56, 72, 80, 121, 132, 143, 154, 165, 176, 187, 198, 361, 380, 399, 418, 437, 456, 475, 676, 702, 728, 754, 780, 806, 832, 858, 884, 910, 936, 962, 1216, 1404, 1440, 1476, 1512, 1548, 1584, 1620, 1656, 1692, 1728, 1764, 2200, 2244, 2704, 2756, 2808, 2860, 2912, 2964, 3016, 3481, 3540, 3599, 3658, 3717, 3776, 3835, 3894, 3953, 4012, 4071, 4130, 5041, 5112, 5183, 5254, 5325, 5396, 5467, 5538, 5609, 5680, 5751, 5822, 5893, 5964, 6035, 6106, 6786, 7040, 7120, 7830, 7917, 8004, 8556, 8648, 8740, 8832, 8924, 9016, 9108]
[1, 1, 4, 6, 12, 15, 18, 28, 32, 36, 40, 88, 120, 130, 154, 165, 176, 187, 198, 361, 380, 399, 418, 437, 456, 475, 494, 513, 672, 783, 810, 837, 864, 891, 1156, 1190, 1224, 1258, 1292, 1326, 1360, 1394, 1428, 1806, 1848, 1890, 1932, 1974, 2016, 2058, 2100, 2142, 2184, 2226, 2268, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3224, 3843, 3904, 3965, 4026, 4087, 4148, 4209, 4270, 4331, 5040, 5110, 5180, 5250, 5320, 5390, 5460, 5530, 5600, 5670, 5740, 5810, 6468, 6545, 6622, 6699, 6776, 6853, 6930, 7007, 7084, 7440, 7520, 7600, 7680, 7760, 8232, 8316]
[1, 1, 4, 6, 8, 25, 30, 35, 64, 72, 80, 88, 96, 104, 112, 120, 256, 272, 288, 361, 380, 399, 418, 437, 456, 475, 494, 513, 532, 551, 570, 589, 608, 891, 1122, 1155, 1188, 1221, 1254, 1287, 1320, 1394, 1554, 1591, 1628, 1665, 1702, 2021, 2064, 2107, 2150, 2448, 2496, 2544, 2754, 2915, 2968, 3021, 3074, 3127, 3180, 3233, 3286, 3339, 3392, 3445, 3498, 3618, 3672, 3726, 3780, 3834, 3888, 3942, 3996, 4050, 4104, 4158, 4212, 6241, 6320, 6399, 6478, 6557, 6636, 6715, 6794, 6873, 7480, 7565, 7650, 7735, 7820, 7905, 7990, 8075, 8160, 8245, 9604, 9702]
[1, 1, 2, 6, 8, 10, 12, 14, 16, 36, 100, 110, 120, 130, 168, 180, 192, 204, 216, 228, 400, 420, 440, 460, 480, 500, 520, 540, 560, 580, 600, 651, 736, 957, 986, 1120, 1152, 1184, 1216, 1248, 1360, 1394, 1428, 1462, 1496, 1530, 1564, 2162, 2208, 2254, 2300, 2346, 2392, 2438, 2484, 2530, 3080, 3135, 3190, 3245, 3300, 3355, 3410, 3465, 3520, 3575, 3630, 3685, 3740, 3795, 3850, 3905, 5184, 5256, 5328, 5400, 5472, 5544, 5616, 5688, 5760, 5832, 5904, 5976, 6048, 6120, 6364, 6438, 6512, 7921, 8010, 8099, 8188, 8277, 8366, 8455, 8544, 8633, 8722, 8811]
[1, 1, 2, 9, 16, 20, 24, 28, 56, 63, 70, 88, 96, 104, 112, 135, 208, 221, 270, 285, 300, 315, 330, 437, 480, 500, 520, 540, 672, 696, 720, 837, 864, 891, 952, 980, 1008, 1036, 1064, 1092, 1120, 1517, 1764, 1806, 1848, 1890, 2070, 2115, 2160, 2205, 2250, 2295, 2340, 2385, 2430, 2475, 2520, 2565, 2842, 3127, 3180, 3233, 3286, 3339, 3392, 3445, 3498, 3551, 3604, 4140, 4200, 4260, 4320, 4380, 4662, 5175, 5244, 5467, 5538, 5609, 5680, 5751, 5822, 5893, 5964, 6035, 6106, 6177, 6248, 7387, 7470, 7553, 7636, 7719, 7802, 7885, 9120, 9215, 9310, 9405]
[1, 1, 2, 3, 4, 10, 24, 28, 64, 72, 80, 88, 120, 130, 140, 165, 176, 187, 198, 209, 220, 231, 484, 506, 528, 550, 572, 594, 616, 638, 870, 961, 992, 1023, 1054, 1085, 1116, 1147, 1178, 1209, 1560, 1599, 1638, 1677, 1716, 1800, 1978, 2021, 2064, 2107, 2150, 2193, 2236, 2279, 2322, 2365, 2408, 2451, 2494, 3245, 3300, 3355, 3410, 3465, 3520, 3575, 3630, 4355, 4420, 4485, 4550, 4615, 4680, 4745, 4810, 4875, 5168, 5236, 5694, 5767, 5840, 5913, 6232, 6308, 6468, 6545, 6622, 6699, 6776, 6853, 6930, 7371, 7452, 7533, 7614, 7695, 7776, 7857, 7938, 8019]
[1, 1, 2, 3, 16, 20, 24, 28, 48, 54, 100, 110, 120, 143, 154, 195, 208, 289, 306, 361, 380, 399, 418, 437, 456, 475, 494, 513, 728, 754, 780, 806, 832, 858, 884, 910, 1116, 1147, 1178, 1209, 1240, 1271, 1302, 1763, 1804, 1845, 1886, 1927, 1968, 2009, 2400, 2448, 2496, 2650, 2700, 2750, 2800, 3078, 3132, 3186, 3240, 3294, 3348, 3402, 3456, 3510, 3564, 3618, 3672, 3726, 3780, 3976, 4032, 4088, 4144, 5325, 5396, 5467, 5538, 5609, 5840, 5913, 5986, 6059, 7056, 7140, 7224, 7308, 7392, 7476, 7560, 7644, 7728, 7812, 7896, 7980, 8064, 8148, 8232, 8316]
[1, 1, 4, 6, 8, 20, 24, 49, 56, 63, 70, 121, 132, 143, 154, 165, 240, 255, 270, 285, 300, 315, 396, 414, 432, 450, 468, 486, 616, 638, 780, 868, 1024, 1056, 1156, 1190, 1224, 1258, 1292, 1326, 1600, 1640, 1680, 1720, 1760, 1800, 1840, 1880, 1920, 2205, 2250, 2448, 2496, 2544, 2592, 2640, 2688, 2736, 2784, 2950, 3000, 3050, 3100, 3150, 3200, 3705, 3762, 3819, 3876, 3933, 3990, 4047, 4680, 4745, 4810, 5550, 5624, 5698, 5772, 6241, 6320, 6399, 6478, 6557, 6636, 6715, 6794, 6873, 6952, 7120, 7200, 7280, 7360, 7440, 8272, 8360, 8448, 8536, 8624, 8712]
[1, 1, 4, 9, 16, 20, 30, 35, 40, 54, 60, 77, 84, 91, 126, 135, 176, 187, 306, 323, 340, 441, 462, 483, 504, 525, 676, 702, 728, 754, 780, 806, 832, 858, 884, 910, 1008, 1036, 1330, 1365, 1400, 1435, 1470, 1505, 1540, 1575, 1610, 1645, 1680, 1715, 2100, 2346, 2392, 2438, 2484, 2530, 2576, 2622, 2668, 2714, 3060, 3111, 3162, 3213, 3520, 3965, 4026, 4422, 4488, 4554, 4620, 4686, 4752, 4818, 4884, 4950, 5016, 5082, 5148, 5214, 5280, 5346, 5412, 5810, 5880, 5950, 6020, 6090, 6512, 6586, 6660, 6734, 6808, 7998, 8084, 8170, 8256, 8342, 9212, 9306]
[1, 1, 2, 6, 8, 10, 18, 49, 56, 63, 70, 77, 84, 104, 182, 195, 208, 221, 234, 266, 360, 378, 440, 460, 480, 500, 598, 621, 644, 667, 690, 899, 928, 1089, 1122, 1155, 1188, 1221, 1406, 1443, 1480, 1517, 1554, 1591, 1628, 2025, 2070, 2115, 2160, 2205, 2250, 2397, 2444, 2491, 2538, 2585, 2632, 2679, 2726, 2773, 2820, 2867, 3348, 3843, 3904, 3965, 4026, 4087, 4556, 4623, 4690, 4757, 4824, 4891, 5328, 5400, 5624, 5698, 5772, 5846, 5920, 5994, 6068, 6308, 6384, 6460, 6536, 6612, 6688, 6764, 6840, 6916, 6992, 7068, 7144, 7220, 7296, 7372, 7448, 7524]
[1, 1, 2, 6, 8, 10, 36, 42, 48, 54, 60, 99, 132, 143, 154, 165, 176, 187, 198, 304, 380, 420, 440, 460, 480, 500, 520, 729, 756, 783, 810, 837, 864, 891, 1122, 1155, 1188, 1369, 1406, 1443, 1480, 1517, 1680, 1720, 1760, 1800, 1840, 1880, 1920, 2058, 2100, 2142, 2184, 2226, 2268, 2310, 2464, 2508, 3132, 3186, 3240, 3294, 3348, 3402, 3456, 3510, 3564, 3618, 3672, 4692, 4760, 4828, 4896, 4964, 5032, 5100, 5472, 5544, 5772, 5846, 5920, 5994, 6068, 6142, 6216, 6290, 6364, 6438, 6512, 6586, 6660, 6734, 6808, 8556, 8648, 8740, 8832, 8924, 9016, 9108]
[1, 1, 4, 9, 12, 15, 18, 49, 56, 63, 70, 110, 120, 156, 168, 180, 192, 204, 216, 228, 240, 252, 264, 276, 288, 300, 494, 540, 784, 812, 840, 868, 896, 924, 952, 980, 1116, 1147, 1178, 1209, 1240, 1353, 1386, 1419, 1452, 1485, 1840, 2068, 2112, 2156, 2200, 2244, 2288, 2332, 2376, 2420, 2464, 2508, 2552, 2596, 2640, 3538, 3596, 3654, 3712, 3770, 3828, 3886, 3944, 4002, 4060, 4118, 4176, 4234, 4292, 4350, 4408, 4466, 4524, 4582, 4640, 4698, 4756, 5312, 6636, 6715, 6794, 6873, 6952, 7031, 7110, 7189, 7268, 7440, 7520, 7600, 7680, 7760, 7840, 7920]
[1, 1, 2, 6, 12, 15, 24, 28, 48, 54, 60, 66, 108, 143, 154, 165, 176, 187, 198, 247, 260, 273, 286, 299, 312, 325, 338, 567, 700, 725, 750, 775, 800, 825, 1020, 1085, 1116, 1221, 1254, 1365, 1400, 1435, 1470, 1505, 1540, 2025, 2070, 2115, 2160, 2205, 2300, 2346, 2392, 2703, 2754, 2805, 2856, 2907, 2958, 3186, 3240, 3294, 3348, 3402, 3456, 3510, 3564, 3819, 3876, 4209, 4270, 4331, 4392, 4453, 4514, 4575, 4636, 4697, 4758, 4819, 5760, 5832, 5904, 5976, 6048, 6120, 6622, 6699, 6776, 6853, 6930, 7007, 7084, 7161, 7238, 7315, 7392, 7469, 7546, 7623]
[1, 1, 4, 9, 12, 25, 30, 35, 56, 81, 90, 110, 132, 143, 154, 225, 240, 255, 270, 285, 300, 378, 484, 506, 528, 550, 572, 594, 616, 638, 780, 806, 832, 858, 884, 910, 936, 999, 1026, 1326, 1360, 1558, 1596, 1634, 1672, 1710, 1748, 2115, 2160, 2205, 2250, 2295, 2340, 2544, 2592, 2640, 2688, 2736, 2784, 2832, 2880, 2928, 2976, 3024, 3776, 3835, 3894, 4221, 4284, 4347, 4410, 4473, 4536, 4599, 4662, 4725, 4788, 4851, 4914, 6162, 6240, 6318, 6396, 6474, 6552, 6630, 6708, 6786, 6864, 6942, 7020, 7098, 7176, 7254, 7332, 7410, 9216, 9312, 9408, 9504]
[1, 1, 4, 6, 16, 20, 24, 42, 56, 63, 70, 77, 132, 143, 154, 225, 240, 255, 270, 285, 300, 315, 330, 368, 384, 400, 416, 729, 756, 783, 810, 837, 864, 891, 918, 945, 972, 999, 1026, 1326, 1360, 1394, 1428, 1677, 1716, 1755, 1794, 1974, 2016, 2058, 2350, 2397, 2444, 2491, 2808, 2860, 2912, 2964, 3016, 3186, 3240, 3294, 3348, 3465, 3520, 3575, 3630, 3685, 3740, 3795, 3850, 3905, 4680, 4745, 4810, 4875, 4940, 5005, 5070, 5135, 5200, 6075, 6150, 6225, 6300, 6375, 6450, 6525, 6600, 6675, 6750, 6825, 6900, 6975, 7708, 7790, 7872, 7954, 8036, 8118]
[1, 1, 2, 3, 16, 20, 24, 35, 40, 45, 50, 88, 132, 143, 154, 165, 176, 255, 270, 285, 300, 336, 484, 506, 528, 550, 572, 594, 616, 638, 870, 899, 928, 957, 986, 1015, 1044, 1258, 1292, 1326, 1360, 1394, 1428, 1462, 1628, 1665, 1702, 1739, 1776, 2401, 2450, 2499, 2548, 2597, 2646, 2695, 2744, 2850, 2900, 2950, 3000, 3050, 3100, 3150, 3200, 3250, 3300, 3350, 3604, 3657, 3710, 4118, 4176, 4234, 4292, 4350, 4408, 4466, 4524, 4740, 5040, 5751, 5822, 5893, 5964, 6035, 6106, 6177, 6248, 6497, 8010, 8099, 8188, 8277, 8366, 8455, 8544, 9312, 9408, 9504]
[1, 1, 2, 3, 12, 15, 36, 42, 48, 54, 60, 88, 96, 104, 112, 120, 128, 255, 288, 304, 320, 336, 374, 437, 456, 475, 494, 567, 588, 609, 630, 651, 672, 693, 816, 840, 864, 925, 950, 1326, 1360, 1394, 1470, 1505, 1540, 1575, 1840, 1880, 1920, 1960, 2000, 2040, 2080, 2120, 2160, 2200, 2240, 2280, 2436, 3068, 3120, 3172, 3224, 3276, 3328, 4095, 4158, 4221, 4284, 4347, 4410, 4473, 4536, 4599, 4662, 4725, 4788, 4851, 4914, 4977, 5040, 5103, 5658, 5727, 5796, 5865, 6966, 7047, 7128, 7209, 7290, 7371, 7452, 7533, 7614, 8550, 8640, 8730, 8820, 8910]
[1, 1, 4, 6, 16, 20, 24, 28, 32, 36, 40, 44, 96, 130, 154, 165, 256, 272, 288, 304, 320, 336, 352, 529, 552, 575, 676, 702, 728, 783, 810, 837, 864, 891, 918, 945, 972, 999, 1026, 1053, 1080, 1107, 1134, 1161, 1188, 1260, 2070, 2115, 2160, 2205, 2250, 2550, 2704, 2756, 2808, 2860, 2912, 2964, 3016, 3068, 3180, 3416, 3472, 3528, 3584, 3900, 3960, 4020, 4080, 4140, 4200, 4260, 4392, 4453, 4514, 5550, 5624, 5698, 5772, 5846, 5920, 5994, 6068, 6474, 6972, 7055, 7138, 7221, 7568, 7654, 7740, 7826, 7912, 7998, 8084, 8170, 8256, 8342, 8428, 9702]
